,BNA0157,E.ON Kernkraft GmbH,Brokdorf,Schleswig-Holstein,1986,in Betrieb,Kernenergie,Nein,1410.0
,BNA0006,Vattenfall Europe Generation AG,Ahrensfelde,Brandenburg,1990,in Betrieb,Erdgas,Nein,37.5
,BNA0734,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1989,Gesetzlich an Stilllegung gehindert,Erdgas,Nein,37.5
,BNA0008,Vattenfall Europe Generation AG,Ahrensfelde,Brandenburg,1990,in Betrieb,Erdgas,Nein,37.5
,BNA0007,Vattenfall Europe Generation AG,Ahrensfelde,Brandenburg,1990,in Betrieb,Erdgas,Nein,37.5
,BNA0735,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1989,Endgültig Stillgelegt 2016 (mit StA),Erdgas,Nein,37.5
,BNA0736,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1989,Endgültig Stillgelegt 2016 (mit StA),Erdgas,Nein,37.5
,BNA0737,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1989,Endgültig Stillgelegt 2016 (mit StA),Erdgas,Nein,37.5
,BNA0515,Stadtwerke Karlsruhe GmbH,Heizkraftwerk West,Baden-Württemberg,1984,in Betrieb,Erdgas,Ja,37.0
,BNA0595,InfraLeuna GmbH,ILK-GuD,Sachsen-Anhalt,1994,in Betrieb,Erdgas,Ja,37.0
,BNA0738,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1987,Gesetzlich an Stilllegung gehindert,Erdgas,Nein,36.5
,BNA0739,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1987,Gesetzlich an Stilllegung gehindert,Erdgas,Nein,36.5
,BNA0741,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1987,Gesetzlich an Stilllegung gehindert,Erdgas,Nein,36.5
,BNA0740,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1987,Gesetzlich an Stilllegung gehindert,Erdgas,Nein,36.5
,BNA0755a,Kraftwerk Obernburg GmbH,Obernburg,Bayern,1920,in Betrieb,Erdgas,Ja,36.0
,BNA1556,Sachsenmilch Leppersdorf GmbH,,Sachsen,2014,in Betrieb,Erdgas,Ja,36.0
,BNA0129,Stadtwerke Brandenburg an der Havel GmbH,HKW,Brandenburg,1997,in Betrieb,Erdgas,Ja,36.0
,BNA0593,InfraLeuna GmbH,ILK-GuD,Sachsen-Anhalt,1994,in Betrieb,Erdgas,Ja,35.0
,BNA0544,RheinEnergie AG,HKW Südstadt,Nordrhein-Westfalen,1994,in Betrieb,Erdgas,Ja,35.0
01-50-01000004838,BNA0273,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,Schleswig-Holstein,1982,Endgültig Stillgelegt 2016 (mit StA),Steinkohle,ja,35.0
,BNA0804a,K+S AG,Hattorf,Hessen,1962,in Betrieb,Erdgas,Ja,35.0
,BNA0594,InfraLeuna GmbH/TOTAL Raffinerie Mitteldeutschland GmbH,ILK-GuD,Sachsen-Anhalt,1994,in Betrieb,Erdgas,Ja,35.0
,BNA1396,Energieversorgungscenter Dresden-Wilschdorf GmbH & Co. KG,EVC / GLOBALFOUNDRIES,Sachsen,1998,in Betrieb,Erdgas,Ja,34.3
,BNA1271,K+S AG,Unterbreizbach,Thüringen,1965,in Betrieb,Erdgas,Ja,33.6
06-14600010611,BNA0523,Städtische Werke Energie + Wärme GmbH,FKK,Hessen,1988,in Betrieb,Braunkohle,Ja,33.5
01-50-01000004838,BNA0272,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,Schleswig-Holstein,1985,in Betrieb,Steinkohle,ja,33.0
,BNA0256b,SWE Energie GmbH,HKW Erfurt-Ost,Thüringen,2014,in Betrieb,Erdgas,Ja,32.6
,BNA1002,Mitteldeutsche Braunkohlengesellschaft mbH,Wählitz,Sachsen-Anhalt,1994,in Betrieb,Braunkohle,Ja,31.0
,BNA0527,Stadtwerke Kiel AG,HKW Humboldtstr.,Schleswig-Holstein,1970,in Betrieb,Erdgas,Ja,31.0
,BNA1437,Aluminium Oxid Stade GmbH,KWK AOS GmbH,Niedersachsen,2012,in Betrieb,Erdgas,Ja,30.7
,BNA1498,"Nordzucker AG, Werk Nordstemmen",Werk Nordstemmen,Niedersachsen,"vor 1945 /
letzte Änderung 1953",Sonderfall,Erdgas,Ja,30.6
,BNA1810,Exxon Mobil Production Deutschland GmbH,,Niedersachsen,2014,in Betrieb,Erdgas,Ja,30.2
,BNA1516,Südzucker AG Mannheim/Ochsenfurt,HKW 1 Werk Offstein,Rheinland-Pfalz,1992,in Betrieb,Erdgas,Ja,30.0
,BNA1087,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,Bayern,2009,in Betrieb,Erdgas,Ja,29.5
01-50-01000004838,BNA0271,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,Schleswig-Holstein,1988,in Betrieb,Steinkohle,ja,29.0
,BNA1103,UPM GmbH,UPM Augsburg,Bayern,1966,Gesetzlich an Stilllegung gehindert,Erdgas,Ja,29.0
,BNA0033,Stadtwerke Augsburg Energie GmbH,Gasturbine,Bayern,2004,in Betrieb,Erdgas,Ja,28.8
,BNA1458,Buchmann GmbH,,Rheinland-Pfalz,1975,in Betrieb,Erdgas,Ja,28.0
,BNA0011,Papierfabrik Albbruck GmbH,Papierfabrik Albbruck,Baden-Württemberg,2009,Endgültig Stillgelegt 2012 (ohne StA),Steinkohle,Ja,28.0
,BNA1451,Sachtleben Chemie GmbH,HKW Sachtleben,Nordrhein-Westfalen,1962,in Betrieb,Braunkohle,Ja,27.5
,BNA1337a,DS Smith Paper Deutschland GmbH,Heizkraftwerk,Bayern,,Endgültig Stillgelegt 2012 (ohne StA),Erdgas,ja,27.0
,BNA1315,Universitätsklinikum Freiburg AdöR,HKW,Baden-Württemberg,2001,in Betrieb,Erdgas,Ja,27.0
,BNA0600a,Currenta GmbH & Co. OHG,X-Kraftwerk,Nordrhein-Westfalen,1981,in Betrieb,Erdgas,Ja,27.0
01-50-01000004838,BNA0270,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,Schleswig-Holstein,1992,in Betrieb,Steinkohle,ja,27.0
06-08-3042693,BNA0801,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,Baden-Württemberg,1990,in Betrieb,Steinkohle,Ja,26.9
,BNA0856,Energie- und Medienversorgung Schwarza GmbH,HKW Schwarza,Thüringen,1936,in Betrieb,Erdgas,Ja,26.5
,BNA1492a,Papierfabrik Adolf Jass Schwarza GmbH,Kraftwerk 3,Hessen,1990,in Betrieb,Erdgas,Ja,26.2
,BNA0202,RWE Generation SE,Dortmund,Nordrhein-Westfalen,2004,in Betrieb,Erdgas,Ja,26.0
06-05-100-9021016,BNA0557a,Currenta GmbH & Co. OHG,Kraftwerk L 57,Nordrhein-Westfalen,1957,in Betrieb,Steinkohle,Ja,26.0
,BNA0556a,Cargill Deutschland GmbH,KWK-Anlage Krefeld DT,Nordrhein-Westfalen,2005,in Betrieb,Erdgas,Nein,25.8
,BNA0702,Bayernoil Raffineriegesellschaft mbH,Cogeneration,Bayern,1996,Sonderfall,Erdgas,Ja,25.4
,BNA0137,Braunschweiger Versorgungs-AG & Co. KG,HKW-Nord,Niedersachsen,1965,in Betrieb,Erdgas,Ja,25.0
,BNA1056,InfraServ GmbH & Co. Wiesbaden KG,Wi-Biebrich,Hessen,2003 / 2006,in Betrieb,Erdgas,Ja,25.0
,BNA1086,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,Bayern,1993,in Betrieb,Erdgas,Ja,25.0
,BNA0926b,Sappi Stockstadt GmbH,Heizkraftwerk der Sappi Stockstadt GmbH,Bayern,1969,in Betrieb,Steinkohle,Ja,24.8
,BNA1164,Pfeifer & Langen Kommanditgesellschaft,P&L Werk Jülich,Nordrhein-Westfalen,2004,in Betrieb,Braunkohle,ja,24.6
,BNA0753,Energieversorgung Oberhausen AG,HKW 2,Nordrhein-Westfalen,1995,in Betrieb,Erdgas,Ja,24.5
,BNA1332,INEOS Solvents Germany GmbH,INEOS Kraftwerk,Nordrhein-Westfalen,1995,in Betrieb,Erdgas,Ja,24.0
,BNA1328,HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbh,HBB,Bayern,2001,in Betrieb,Erdgas,Ja,24.0
,BNA1506,"Nordzucker AG, Werk Klein Wanzleben",Werk Klein Wanzleben,Sachsen-Anhalt,1994,Sonderfall,Erdgas,Ja,23.4
,BNA0752,Energieversorgung Oberhausen AG,HKW 1,Nordrhein-Westfalen,1972,in Betrieb,Erdgas,Ja,23.1
01-50-01000004838,BNA0274,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,Schleswig-Holstein,1978,Endgültig Stillgelegt 2016 (mit StA),Steinkohle,ja,23.0
,BNA0897,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,HKW Schwerin Lankow,Mecklenburg-Vorpommern,1994,in Betrieb,Erdgas,Ja,23.0
,BNA1085,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,Bayern,1971,in Betrieb,Erdgas,Ja,23.0
,BNA0098,Stadtwerke Bielefeld GmbH,HKW Schildescher Straße,Nordrhein-Westfalen,1978,Sonderfall,Erdgas,Ja,23.0
,BNA0934,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Stuttgart-Gaisburg,Baden-Württemberg,2009,in Betrieb,Steinkohle,Ja,22.6
,BNA0401,ADM Hamburg Aktiengesellschaft,Heizkraftwerk,Hamburg,1992,in Betrieb,Erdgas,Ja,22.5
,BNA1505,Adam Opel AG,HKW Wiesengrund,Thüringen,1993,in Betrieb,Erdgas,Ja,22.1
,BNA1524,Dow Wolff Cellulosics GmbH,Heizkraftwerk Bomlitz,Niedersachsen,1912,in Betrieb,Erdgas,Ja,22.1
,BNA0386,Mohn Media Mohndruck GmbH,Energiezentrum Mohn Media,Nordrhein-Westfalen,1994,in Betrieb,Erdgas,Ja,22.0
,BNA1489,VASA Kraftwerke-Pool GmbH & Co. KG,Heizkraftwerk Stendal,Sachsen-Anhalt,1994,in Betrieb,Erdgas,ja,22.0
,BNA0261a,Erlanger Stadtwerke AG,HKW Erlangen,Bayern,2005,in Betrieb,Erdgas,Ja,21.6
,BNA1276,Freudenberg Service KG,Kraftwerk Freudenberg Weinheim,Baden-Württemberg,1982,Endgültig Stillgelegt 2013 (ohne StA),Erdgas,Ja,21.0
,BNA1275,Freudenberg Service KG,Kraftwerk Freudenberg Weinheim,Baden-Württemberg,2005,Endgültig Stillgelegt 2013 (ohne StA),Erdgas,Ja,21.0
,BNA0110,RWE Generation SE,Bochum,Nordrhein-Westfalen,2004,in Betrieb,Erdgas,Ja,20.7
,BNA1405a,Fernwärme Ulm GmbH,Heizkraftwerk Magirusstraße,Baden-Württemberg,1978,in Betrieb,Steinkohle,Ja,20.7
,BNA1185,Pfeifer & Langen Kommanditgesellschaft,P&L Werk Könnern,Sachsen-Anhalt,1993,in Betrieb,Braunkohle,ja,20.3
,BNA0012b,Sappi Alfeld GmbH,Werkskraftwerk Sappi Alfeld,Niedersachsen,1947,in Betrieb,Erdgas,Ja,20.0
,BNA0135,Braunschweiger Versorgungs-AG & Co. KG,HKW-Mitte,Niedersachsen,1971,in Betrieb,Erdgas,Ja,20.0
,BNA1467,Koehler SE,,Baden-Württemberg,1986,in Betrieb,Steinkohle,Ja,20.0
,BNA1463,Smurfit Kappa Herzberger Papierfabrik GmbH,,Niedersachsen,1978,in Betrieb,Erdgas,Ja,19.5
,BNA1097,Smurfit Kappa Zülpich Papier GmbH,Kohlekraftwerk,Nordrhein-Westfalen,1978,in Betrieb,Braunkohle,Ja,19.5
,BNA1331,Reno De Medici Arnsberg GmbH,Reno De Medici,Nordrhein-Westfalen,1923,in Betrieb,Steinkohle,ja,19.0
,BNA1285,K+S AG,Sigmundshall,Niedersachsen,1974,in Betrieb,Erdgas,Ja,19.0
,BNA1406,FS-Karton GmbH,FS-Karton,Nordrhein-Westfalen,1992,in Betrieb,Erdgas,Ja,18.9
,BNA1292b,Voith Dienstleistungen und Grundstücks GmbH & Co. KG,IHKW Heidenheim,Baden-Württemberg,2014,in Betrieb,Erdgas,Ja,18.9
,BNA0354,Georg-August-Universität Göttingen Stiftung Öffentlichen Rechts,HKW Göttingen,Niedersachsen,1998,in Betrieb,Erdgas,Ja,18.8
,BNA1400a,"Südzucker AG Mannheim/Ochsenfurt, Werk Zeitz",EZ1,Sachsen-Anhalt,1993,in Betrieb,Braunkohle,Ja,18.5
,BNA1402,Delkeskamp Verpackungswerke GmbH,Heizkraftwerk zur Papierfabrik,Niedersachsen,1995,in Betrieb,Erdgas,ja,18.1
,BNA1104,Stadtwerke Augsburg Energie GmbH,Heizkraftwerk,Bayern,1976,Gesetzlich an Stilllegung gehindert,Erdgas,Ja,18.0
,BNA0051,Cargill Deutschland GmbH,KWK-Anlage Barby,Sachsen-Anhalt,2013,in Betrieb,Erdgas,Ja,17.8
,BNA1461,CropEnergies Bioethanol GmbH Zeitz,,Sachsen-Anhalt,2005,in Betrieb,Braunkohle,Ja,17.5
06-09-500-0112-0001,BNA0261b,Erlanger Stadtwerke AG,HKW Erlangen,Bayern,1980,in Betrieb,Steinkohle,Ja,17.4
,BNA0804b,K+S AG,Hattorf,Hessen,2013,in Betrieb,Erdgas,Ja,17.3
,BNA1678,Flughafen München GmbH,Energiezentrale 2016,Bayern,2015,in Betrieb,Erdgas,Ja,17.2
,BNA1200,Energie- und Medienversorgung Sandhofer Straße GmbH & Co. KG,GuD-Kraftwerk,Baden-Württemberg,2005,in Betrieb,Erdgas,Ja,17.2
,BNA1671,Kronos Titan GmbH,,Niedersachsen,2014,in Betrieb,Erdgas,Ja,17.1
,BNA1503,Daimler AG,BHKW H.120,Nordrhein-Westfalen,2012,in Betrieb,Erdgas,Ja,16.9
,BNA1408,Evonik Degussa GmbH,Heizkraftwerk Evonik Rheinfelden,Baden-Württemberg,1980,in Betrieb,Erdgas,Ja,16.0
,BNA1183,RheinEnergie AG,HKW Merheim,Nordrhein-Westfalen,2001,in Betrieb,Erdgas,Ja,15.8
,BNA1499,"Nordzucker AG, Werk Clauen",Werk Clauen,Niedersachsen,"vor 1945 /
letzte Änderung 2000",Sonderfall,Erdgas,Ja,15.8
,BNA1182,RheinEnergie AG,HKW Merkenich,Nordrhein-Westfalen,1965,in Betrieb,Erdgas,Ja,15.5
,BNA0025,Suiker Unie GmbH,Kesselhaus Zuckerfabrik,Mecklenburg-Vorpommern,1993,in Betrieb,Erdgas,Ja,15.1
,BNA1094,Smurfit Kappa Zülpich Papier GmbH,Gaskraftwerk,Nordrhein-Westfalen,1966,in Betrieb,Erdgas,Ja,15.1
,BNA1238,Molkerei MEGGLE Wasserburg GmbH & Co. KG,Kraftwerk Meggle,Bayern,2000,in Betrieb,Erdgas,ja,15.1
06-05-300-0326774,BNA0714,RWE Power AG,Fortuna Nord,Nordrhein-Westfalen,1984,in Betrieb,Braunkohle,Ja,15.0
,BNA1334,CR3-Kaffeeveredelung M. Hermsen GmbH,KWK-Anlage,Bremen,1993 und 2002,in Betrieb,Erdgas,Ja,14.8
,BNA0360,Energieerzeugungsgesellschaft Greifswald GmbH,"HKW ""Helmshäger Berg""",Mecklenburg-Vorpommern,1996,in Betrieb,Erdgas,Ja,14.7
,BNA1141,Pfeifer & Langen Kommanditgesellschaft,P&L Werk Euskirchen,Nordrhein-Westfalen,1970 / 1981 / 2013,in Betrieb,Braunkohle,Ja,14.5
,BNA0118,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,Heizkraftwerk Süd,Nordrhein-Westfalen,1969,Endgültig Stillgelegt 2012 (ohne StA),Erdgas,Ja,14.4
,BNA0556b,Cargill Deutschland GmbH,KWK-Anlage Krefeld VM,Nordrhein-Westfalen,1995,in Betrieb,Erdgas,Nein,14.0
,BNA1131,Metsä Tissue GmbH Werk Düren,"MT, Düren",Nordrhein-Westfalen,2011,in Betrieb,Erdgas,Nein,14.0
,BNA1264,Stadtwerke Suhl/Zella-Mehlis GmbH,HKW Bohrhügel,Thüringen,1995,in Betrieb,Erdgas,Ja,13.5
,BNA0156b,Egger Kraftwerk Brilon GmbH,Egger Kraftwerk Briilon,Nordrhein-Westfalen,1996,in Betrieb,Erdgas,Ja,13.5
,BNA1407,Schoeller Technocell GmbH & Co. KG,STW,Sachsen,2007,in Betrieb,Erdgas,Ja,13.5
,BNA1151,RWE Energiedienstleistungen GmbH,KWKK Heidelberg,Baden-Württemberg,2002,in Betrieb,Erdgas,Ja,13.5
,BNA0957,Stadtwerke Tübingen GmbH,BHKW Obere Viehweide,Baden-Württemberg,2000,in Betrieb,Erdgas,Ja,13.4
07-05-8030815,BNA0510b,SWK - Stadtwerke Kaiserslautern,HKW Karcherstr.,Rheinland-Pfalz,1996,in Betrieb,Steinkohle,Ja,13.4
,BNA1541,Freiberger Erdgas GmbH,HKW Freiberg,Sachsen,2013,in Betrieb,Erdgas,Ja,13.4
,BNA1465b,DS Smith Paper Deutschland GmbH,Gaskraftwerk,Hessen,1975,Sonderfall,Erdgas,Ja,13.2
,BNA1528,Stadtwerke Kempen GmbH,,Nordrhein-Westfalen,1990,in Betrieb,Erdgas,Ja,13.2
,BNA1450,DREWSEN SPEZIALPAPIERE GmbH & Co.KG,GUD-Anlage DREWSEN,Niedersachsen,2000,in Betrieb,Erdgas,Ja,13.0
,BNA1504,Daimler AG,BHKW,Rheinland-Pfalz,2013,in Betrieb,Erdgas,Ja,13.0
,BNA1557,Volkswagen Sachsen GmbH ,,Sachsen,2014,in Betrieb,Erdgas,Ja,12.9
,BNA1329,Kübler & Niethammer Papierfabrik Kriebstein AG,K&N PFK AG EV,Sachsen,1993,in Betrieb,Erdgas,Ja,12.8
,BNA1193,Stadtwerke Lemgo GmbH,HKW-West,Nordrhein-Westfalen,2001,in Betrieb,Erdgas,ja,12.8
,BNA1502,SWK ENERGIE GmbH,Heizkraftwerk Krefeld,Nordrhein-Westfalen,1990 / 2013,in Betrieb,Erdgas,Ja,12.6
,BNA1196a,MVV Energie AG,BHKW Ludwigshafen,Rheinland-Pfalz,2008,in Betrieb,Erdgas,Ja,12.5
,BNA0059a,Volkswagen AG,HKW Kassel,Hessen,1961,Endgültig Stillgelegt 2013 (ohne StA),Erdgas,Ja,12.2
,BNA1333a,Universität Stuttgart,HKW Pfaffenwald,Baden-Württemberg,1988,in Betrieb,Erdgas,Ja,12.2
,BNA1196b,MVV Energie AG,Industriekraftwerk Ludwigshafen,Rheinland-Pfalz,2003,in Betrieb,Erdgas,Ja,12.0
,BNA0510a,SWK - Stadtwerke Kaiserslautern,HKW Karcherstr.,Rheinland-Pfalz,1989,in Betrieb,Erdgas,Ja,11.6
,BNA1333c,Universität Stuttgart,HKW Pfaffenwald,Baden-Württemberg,1968,in Betrieb,Erdgas,Ja,11.6
,BNA1284,Grace GmbH & Co. KG ,Co-Generation,Rheinland-Pfalz,1991,in Betrieb,Erdgas,Ja,11.5
,BNA1403,GDF SUEZ E&P DEUTSCHLAND GMBH,Steinitz,Sachsen-Anhalt,1995,in Betrieb,Erdgas,Ja,11.4
,BNA1165,Pfeifer & Langen Kommanditgesellschaft,P&L Werk Appeldorn,Nordrhein-Westfalen,2004,in Betrieb,Erdgas,ja,11.4
,BNA1117,"Industriekraftwerk Breuberg GmbH /
Pirelli Deutschland GmbH",Industriekraftwerk Breuberg,Hessen,1999,in Betrieb,Erdgas,Ja,11.4
,BNA1658,Stadtwerke Lemgo GmbH,HKW-Mitte,Nordrhein-Westfalen,1980,in Betrieb,Erdgas,Ja,11.3
,BNA1333b,Universität Stuttgart,HKW Pfaffenwald,Baden-Württemberg,1969,in Betrieb,Erdgas,Ja,11.3
,BNA0799,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,Baden-Württemberg,1969,Endgültig Stillgelegt 2016 (mit StA),Erdgas,Ja,11.3
,BNA1292a,Voith Dienstleistungen und Grundstücks GmbH & Co. KG,IHKW Heidenheim,Baden-Württemberg,1983,in Betrieb,Erdgas,Ja,11.1
,BNA1327a,Flughafen München GmbH,Energiezentrale 1992,Bayern,1992,Sonderfall,Erdgas,Ja,11.1
,BNA0255,SWE Energie GmbH,HKW Iderhoffstraße,Thüringen,1996,in Betrieb,Erdgas,Ja,11.0
,BNA1507,"Michelin Reifenwerke AG & Co. KGaA 
Standort Bad Kreuznach",,Rheinland-Pfalz,2006,in Betrieb,Erdgas,Ja,10.7
,BNA1677,Volkswagen AG,BHKW Braunschweig,Niedersachsen,2015,In Betrieb,Erdgas,ja,10.4
,BNA1138,Stadtwerke Erkrath GmbH,BHKW an Klinkerweg,Nordrhein-Westfalen,2000,in Betrieb,Erdgas,Ja,10.2
,BNA1120,RÜTGERS InfraTec GmbH,Energiezentrale,Nordrhein-Westfalen,1991,in Betrieb,Erdgas,Ja,10.2
,BNA1187,Pfeifer & Langen Kommanditgesellschaft,P&L Werk Lage,Nordrhein-Westfalen,1980,in Betrieb,Erdgas,ja,10.2
,BNA1125,Merck KGaA,Heizkraftwerk,Hessen,1999,in Betrieb,Erdgas,Ja,10.0
,BNA1293a,Martinswerk GmbH,Kraftwerk,Nordrhein-Westfalen,1995,Vorläufig Stillgelegt (ohne StA),Braunkohle,ja,10.0
,BNA1293b,Martinswerk GmbH,Kraftwerk,Nordrhein-Westfalen,1995,in Betrieb,Braunkohle,Ja,10.0
,BNA0832,FairEnergie GmbH,BHKW-Hauffstraße,Baden-Württemberg,2011,in Betrieb,Erdgas,Ja,9.8
,BNA0842a,Stadtwerke Rosenheim GmbH & Co. KG,Gasmotore,Bayern,2011,in Betrieb,Erdgas,Ja,9.8
,BNA1105,Thüringer Energie AG,HKW Bad Salzungen,Thüringen,1994,in Betrieb,Erdgas,Ja,9.7
,BNA1511a,"Papierfabrik Schoellershammer 
Heinrich August Schoeller Söhne GmbH & Co. KG",Kessel 4,Nordrhein-Westfalen,1983,in Betrieb,Braunkohle,Ja,9.3
,BNA0842b,Stadtwerke Rosenheim GmbH & Co. KG,Gasmotor 4,Bayern,2013,in Betrieb,Erdgas,Ja,9.2
,BNA0922a,KWG-Kraftwerksgesellschaft Staßfurt mbH,GuD-Ikw Staßfurt,Sachsen-Anhalt,1996,Endgültig Stillgelegt 2015 (ohne StA),Erdgas,Ja,9.0
,BNA1492b,Papierfabrik Adolf Jass Schwarza GmbH,Kraftwerk 2,Hessen,2012,in Betrieb,Erdgas,Ja,8.0
,BNA1327b,Flughafen München GmbH,Erweiterung Energiezentrale 2003,Bayern,2003,in Betrieb,Erdgas,Ja,7.4
,BNA0261c,Erlanger Stadtwerke AG,HKW Erlangen,Bayern,2014,in Betrieb,Erdgas,Ja,6.7
,BNA1127,GHD Bayernwerk Natur GmbH & Co. KG,GHD,Bayern,1998,in Betrieb,Erdgas,Ja,6.7
,BNA1128,GHD Bayernwerk Natur GmbH & Co. KG,GHD,Bayern,1998,in Betrieb,Erdgas,Ja,6.7
,BNA1226,Peißenberger Wärmegesellschaft mbH,PWG,Bayern,1987,Sonderfall,Erdgas,Ja,5.3
,BNA1225,Peißenberger Wärmegesellschaft mbH,PWG,Bayern,1989,Sonderfall,Erdgas,Ja,5.3
,BNA1444d,Prinovis Ltd. & Co. KG,GT4 ,Bayern,1995,in Betrieb,Erdgas,ja,5.1
,BNA1444c,Prinovis Ltd. & Co. KG,GT3 ,Bayern,1994,in Betrieb,Erdgas,ja,5.1
,BNA0843,Stadtwerke Rosenheim GmbH & Co. KG,Gasmotor 5,Bayern,2012,in Betrieb,Erdgas,Ja,4.3
,BNA1444a,Prinovis Ltd. & Co. KG,GT1 ,Bayern,1993,in Betrieb,Erdgas,ja,4.2
,BNA1444b,Prinovis Ltd. & Co. KG,GT2 ,Bayern,1993,in Betrieb,Erdgas,ja,4.2
,BNA0232c,Sappi Ehingen GmbH,Werkskraftwerk Sappi Ehingen,Baden-Württemberg,1976,in Betrieb,Erdgas,Ja,4.0
,BNA1293c,Martinswerk GmbH,Kraftwerk,Nordrhein-Westfalen,1995,Vorläufig Stillgelegt (ohne StA),Erdgas,Ja,3.0
,BNA1511b,"Papierfabrik Schoellershammer 
Heinrich August Schoeller Söhne GmbH & Co. KG",Kessel 2,Nordrhein-Westfalen,1967,in Betrieb,Erdgas,Ja,2.9
,BNA1121,RÜTGERS InfraTec GmbH,Energiezentrale,Nordrhein-Westfalen,2005,in Betrieb,Erdgas,Ja,0.9
,BNA1335b,Papier- u. Kartonfabrik Varel GmbH & Co. KG,PKV Kraftwerk,Niedersachsen,1968,in Betrieb,Erdgas,Ja,0.5
